From,To,Label,Type,Tags,Description,BoundText,Group Focus,MapYN,Mission,NYC_region,OrgCity,OrgEmail,OrgName,OrgPhone,OrgState,OrgStreet1,OrgTwitter,OrgType,OrgTypeTxt,OrgWebSite,OrgZip,PctStewTxt,PopID,PopID _ALTER,Respondent PopID,Sector,Site Type,Stewardship Function,Version,YrFnd_Num,indegree,metrics::last
WEST 80S NEIGHBORHOOD ASSOC,NY4P,,,,,,,,,NYC,,,,,,,,,,,,,,1360,102069,,,,1,,,
EPA- NYNJ HARBOR ESTUARY PROGRAM,US DOI,,,,,,,,,NYC,,,,,,,,,,,,,,7708,1375,,,,1,,,
FEDERATED GARDEN CLUBS OF NYS- DISTRICT 1,NYC DYCD,,,,,,,,,NYC,,,,,,,,,,,,,,3100,30537604,,,,1,,,
SWALE,NORTH CREEK NURSERIES,,,,,,,,,NYC,,,,,,,,,,,,,,20592,107273,,,,1,,,
FRIENDS OF WICKERS CREEK ARCHAEOLOGICAL SITE,LANDING HOMEOWNERS ASSOC,,,,,,,,,region,,,,,,,,,,,,,,20471,133833984,,,,1,,,
MAKE THE ROAD NY,ECOSTATION NY,,,,,,,,,NYC,,,,,,,,,,,,,,104180,101137,,,,1,,,
BK BRIDGE PARK CONSERVANCY,1 HOTELS,,,,,,,,,NYC,,,,,,,,,,,,,,20003,2008,,,,1,,,
SANER LIVING NEIGHBORHOOD ASSOCIATION,CITIZENS,,,,,,,,,NYC,,,,,,,,,,,,,,2848,106849,,,,1,,,
MUSEUM AT ELDRIDGE STREET,TENEMENT MUSEUM,,,,,,,,,NYC,,,,,,,,,,,,,,107324,101226,,,,1,,,
RICHMOND HILL HISTORICAL SOCIETY,RICHMOND HILL BLOCK,,,,,,,,,NYC,,,,,,,,,,,,,,5151,1446,,,,1,,,
OUTER SEED SHADOW,KINGSBRIDGE HEIGHTS COMMUNITY CENTER,,,,,,,,,NYC,,,,,,,,,,,,,,4054,20724,,,,1,,,
ROCKAWAY WATERFRONT ALLIANCE,SKUDIN SURF,,,,,,,,,NYC,,,,,,,,,,,,,,20860,1457,,,,1,,,
RICHMOND HILL HISTORICAL SOCIETY,M CB9,,,,,,,,,NYC,,,,,,,,,,,,,,105007,1446,,,,1,,,
GOWANUS CANAL CONSERVANCY,THREAD COLLECTIVE,,,,,,,,,NYC,,,,,,,,,,,,,,20915,100831,,,,1,,,
PARTNERSHIPS FOR PARKS,MANHATTAN COMMUNITY BOATHOUSE,,,,,,,,,NYC,,,,,,,,,,,,,,101143,4878,,,,1,,,
PARTNERSHIPS FOR PARKS,EAGLE SLOPE FARM,,,,,,,,,NYC,,,,,,,,,,,,,,100577,4878,,,,1,,,
JAMAICA BAY ECOWATCHERS,NYC DEP,,,,,,,,,NYC,,,,,,,,,,,,,,4642,1285,,,,1,,,
IS K278 MARINE PARK JHS,SOLAR ONE,,,,,,,,,NYC,,,,,,,,,,,,,,2063,1323,,,,1,,,
SHOREWALKERS,HUDSON RIVER FOUNDATION,,,,,,,,,NYC,,,,,,,,,,,,,,1272,1475,,,,1,,,
DELAWARE HIGHLANDS CONSERVANCY,UPPER DELAWARE SCENIC BYWAY,,,,,,,,,,,,,,,,,,,,,,,31053,31031,,,,2,,,
PARTNERSHIPS FOR PARKS,NEW SECURITY 5 BLOCK ASSN,,,,,,,,,NYC,,,,,,,,,,,,,,20576,4878,,,,1,,,
PARTNERSHIPS FOR PARKS,GOOD.CLEAN.FUN.,,,,,,,,,NYC,,,,,,,,,,,,,,104118,4878,,,,1,,,
NYNJ BAYKEEPER,RIVERKEEPER,,,,,,,,,region,,,,,,,,,,,,,,1450,1374,,,,1,,,
SUTPHIN BLVD BID,JAMAICA PERFORMING ARTS CENTER,,,,,,,,,NYC,,,,,,,,,,,,,,20441,5484,,,,1,,,
SEEDBALL,BUSHWICK CITY FARM,,,,,,,,,NYC,,,,,,,,,,,,,,100365,106905,,,,1,,,
TOWN SQUARE,BK PUBLIC LIBRARY,,,,,,,,,NYC,,,,,,,,,,,,,,2688,5594,,,,1,,,
RICHMOND HILL HISTORICAL SOCIETY,NYC OFFICE OF SENATE- JOSEPH ADDABBO,,,,,,,,,NYC,,,,,,,,,,,,,,20667,1446,,,,1,,,
CITY GROWERS,BK GRANGE,,,,,,,,,NYC,,,,,,,,,,,,,,100339,100450,,,,1,,,
LOWER EAST SIDE ECOLOGY CENTER,CAAAV,,,,,,,,,NYC,,,,,,,,,,,,,,100367,1313,,,,1,,,
PARTNERSHIPS FOR PARKS,WHAT ABOUT THE CHILDREN,,,,,,,,,NYC,,,,,,,,,,,,,,107923,4878,,,,1,,,
ROCKAWAY WATERFRONT ALLIANCE,STOKED MENTORING,,,,,,,,,NYC,,,,,,,,,,,,,,20889,1457,,,,1,,,
NY4P,PARTNERSHIPS FOR PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4878,1360,,,,1,,,
ADDISLEIGH PARK CIVIC ORGANIZATION,NYC DSNY,,,,,,,,,NYC,,,,,,,,,,,,,,7220,2244,,,,1,,,
PARTNERSHIPS FOR PARKS,TODO GRASSROOTS SUPPORT,,,,,,,,,NYC,,,,,,,,,,,,,,20919,4878,,,,1,,,
BELMONT BID,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,102645,,,,1,,,
W 113TH ST BLOCK/ W 113 ST AMSTERDAM-BROADWAY COMMITTEE,GROW NYC,,,,,,,,,NYC,,,,,,,,,,,,,,100882,1564,,,,1,,,
ROCKAWAY WATERFRONT ALLIANCE,NEW SCHOOL- PARSONS,,,,,,,,,NYC,,,,,,,,,,,,,,4876,1457,,,,1,,,
PARTNERSHIPS FOR PARKS,YOUNG WOMEN'S LEADERSHIP SCHOOL OF ASTORIA,,,,,,,,,NYC,,,,,,,,,,,,,,21045,4878,,,,1,,,
HUDSON GREEN,JANE ST BLOCK,,,,,,,,,NYC,,,,,,,,,,,,,,20442,104199,,,,1,,,
MASTERS OF SUCCESSION COLLECTIVE,CRREW COLLECTIVE,,,,,,,,,NYC,,,,,,,,,,,,,,20218,101162,,,,1,,,
PARTNERSHIPS FOR PARKS,ROSE COURT TENANT ASSN,,,,,,,,,NYC,,,,,,,,,,,,,,5195,4878,,,,1,,,
PARTNERSHIPS FOR PARKS,MCGOLRICK PARK NEIGHBORHOOD ALLIANCE,,,,,,,,,NYC,,,,,,,,,,,,,,105071,4878,,,,1,,,
FRIENDS OF WINGATE PARK,NYC CITY COUNCIL- MATHIEU EUGENE,,,,,,,,,NYC,,,,,,,,,,,,,,20631,103995,,,,1,,,
27 STREET BLOCK,GOWANUS CANAL CONSERVANCY,,,,,,,,,NYC,,,,,,,,,,,,,,100831,100068,,,,1,,,
HUTCHINSON RIVER RESTORATION PROJECT,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,100979,,,,1,,,
PARTNERSHIPS FOR PARKS,FRIENDS OF FATHER FAGAN PARK,,,,,,,,,NYC,,,,,,,,,,,,,,102179,4878,,,,1,,,
BAY TERRACE BEAUTIFICATION ASSOC,NATURAL RESOURCES PROTECTIVE ASSOC,,,,,,,,,NYC,,,,,,,,,,,,,,1338,100207,,,,1,,,
PARTNERSHIPS FOR PARKS,BRIARWOOD ACTION NETWORK,,,,,,,,,NYC,,,,,,,,,,,,,,102775,4878,,,,1,,,
PARTNERSHIPS FOR PARKS,WEBSTER UNIVERSITY ALUMNI GROUP,,,,,,,,,NYC,,,,,,,,,,,,,,21018,4878,,,,1,,,
SOLAR ONE,BK CB6,,,,,,,,,NYC,,,,,,,,,,,,,,2642,2063,,,,1,,,
PARTNERSHIPS FOR PARKS,FRIENDS OF RANAQUA PARK,,,,,,,,,NYC,,,,,,,,,,,,,,20338,4878,,,,1,,,
FRIENDS AND RESIDENTS OF GREATER GOWANUS,COLUMBIA,,,,,,,,,NYC,,,,,,,,,,,,,,2931,1184,,,,1,,,
ROCKAWAY WATERFRONT ALLIANCE,BELLE HARBOR YACHT CLUB,,,,,,,,,NYC,,,,,,,,,,,,,,102642,1457,,,,1,,,
MAGNOLIA TREE EARTH CENTER,NYC DOE,,,,,,,,,NYC,,,,,,,,,,,,,,4645,4234,,,,1,,,
IDIG2LEARN,ROOSEVELT ISLAND OPERATING,,,,,,,,,NYC,,,,,,,,,,,,,,8810,104467,,,,1,,,
EAST RIVER CREW,PARTNERSHIPS FOR PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4878,100529,,,,1,,,
HOLY APOSTLES SOUP KITCHEN,FOOD TANK,,,,,,,,,NYC,,,,,,,,,,,,,,20288,106667,,,,1,,,
URBAN WORKSHOP NYC,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,102022,,,,1,,,
KELLY STREET GARDEN,BUILDON,,,,,,,,,NYC,,,,,,,,,,,,,,100363,101044,,,,1,,,
AMPLE TABLE FOR EVERYONE,COMMUNITY FOOD FUNDERS,,,,,,,,,NYC,,,,,,,,,,,,,,20210,100158,,,,1,,,
KELLY STREET GARDEN,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,101044,,,,1,,,
NEIGHBORS ALLIED FOR GOOD GROWTH,OPEN SPACE ALLIANCE FOR N BK,,,,,,,,,NYC,,,,,,,,,,,,,,1388,101258,,,,1,,,
GRASMERE CIVIC ASSOC,COMMITTEE TO SAVE MOUNT MANRESA,,,,,,,,,NYC,,,,,,,,,,,,,,103272,100842,,,,1,,,
SUNSET PARK LANDMARKS COMMITTEE,HDC,,,,,,,,,NYC,,,,,,,,,,,,,,3798,107242,,,,1,,,
FRIENDS OF BROWER PARK,BK CHILDRENS MUSEUM,,,,,,,,,NYC,,,,,,,,,,,,,,1072,100741,,,,1,,,
NEW SETTLEMENT APARTMENTS,S BX COMMUNITY FOOD COALITION,,,,,,,,,NYC,,,,,,,,,,,,,,20835,20577,,,,1,,,
FRIENDS OF EIBS POND PARK,NYS DEC,,,,,,,,,NYC,,,,,,,,,,,,,,4561,1156,,,,1,,,
LUIGIS GARDEN,NY PUBLIC LIBRARY,,,,,,,,,NYC,,,,,,,,,,,,,,7024,104923,,,,1,,,
PARTNERSHIPS FOR PARKS,FRIENDS OF VESUVIO PLAYGROUND,,,,,,,,,NYC,,,,,,,,,,,,,,20348,4878,,,,1,,,
PARTNERSHIPS FOR PARKS,BAILEY SCHOOL OF EXCELLENCE,,,,,,,,,NYC,,,,,,,,,,,,,,20065,4878,,,,1,,,
SUTPHIN BLVD BID,QUEENS EDC,,,,,,,,,NYC,,,,,,,,,,,,,,106517,5484,,,,1,,,
PARTNERSHIPS FOR PARKS,VERDI SQ FESTIVAL OF THE ARTS,,,,,,,,,NYC,,,,,,,,,,,,,,20993,4878,,,,1,,,
NATURALLY OCCURRING CULTURAL DISTRICTS NY,NYC MAYORS OFFICE OF STRATEGIC PARTNERSHIPS AND FUND FOR PUBLIC HEALTH,,,,,,,,,NYC,,,,,,,,,,,,,,100781,101313,,,,1,,,
WATERFRONT ALLIANCE,BOWSPRITE,,,,,,,,,NYC,,,,,,,,,,,,,,20114,2037,,,,1,,,
FRIENDS OF SHERMAN CREEK CONSERVANCY,NY4P,,,,,,,,,NYC,,,,,,,,,,,,,,1360,100763,,,,1,,,
PARTNERSHIPS FOR PARKS,BLACK MARKET WARES,,,,,,,,,NYC,,,,,,,,,,,,,,20101,4878,,,,1,,,
ROCKAWAY WATERFRONT ALLIANCE,NATIONAL PARKS CONSERVATION ASSOC,,,,,,,,,NYC,,,,,,,,,,,,,,1337,1457,,,,1,,,
1560 GRAND CONCOURSE TENANTS ASSOCIATION/ FRIENDS OF MT. EDEN MALLS AND CLAREMONT PARK,NYC DSNY,,,,,,,,,NYC,,,,,,,,,,,,,,7220,102163,,,,1,,,
BX CHILDRENS MUSEUM,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,100294,,,,1,,,
GOWANUS DREDGERS CANOE,BK BRIDGE PARK BOATHOUSE,,,,,,,,,NYC,,,,,,,,,,,,,,102853,1229,,,,1,,,
RIVERKEEPER,HUDSON RIVER MARITIME MUSEUM,,,,,,,,,region,,,,,,,,,,,,,,3862,1450,,,,1,,,
PS X721 STEPHEN MCSWEENEY SCHOOL,GROW NYC,,,,,,,,,NYC,,,,,,,,,,,,,,100882,106220,,,,1,,,
THE LACKAWAXEN RIVER CONSERVANCY,WAYNE COUNTY CHAMBER OF COMMERCE,,,,,,,,,,,,,,,,,,,,,,,31082,31011,,,,2,,,
ROCKAWAY WATERFRONT ALLIANCE,PRATT CENTER FOR COMMUNITY DEVELOPMENT,,,,,,,,,NYC,,,,,,,,,,,,,,4968,1457,,,,1,,,
FRIENDS OF MACDONALD PARK,NYC DOE,,,,,,,,,NYC,,,,,,,,,,,,,,4645,20333,,,,1,,,
CT STATE GRANGE PATRONS OF HUSBANDRY- OXFORD GRANGE #194/ BETHLEHEM GRANGE #121,CT FARMLAND TRUST,,,,,,,,,region,,,,,,,,,,,,,,20220,61096540,,,,1,,,
CHRISTOPHER PARK ALLIANCE,PARTNERSHIPS FOR PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4878,2827,,,,1,,,
PARTNERSHIPS FOR PARKS,CULTURAL COLLABORATIVE JAMAICA,,,,,,,,,NYC,,,,,,,,,,,,,,3067,4878,,,,1,,,
"FOURTH ARTS BLOCK, INC",LES READY,,,,,,,,,,,,,,,,,,,,,,,20475,31038,,,,2,,,
SOLAR ONE,NYU,,,,,,,,,NYC,,,,,,,,,,,,,,4569,2063,,,,1,,,
ROCKAWAY WATERFRONT ALLIANCE,GOING COASTAL,,,,,,,,,NYC,,,,,,,,,,,,,,2020,1457,,,,1,,,
NEWTOWN CREEK ALLIANCE,NEIGHBORS ALLIED FOR GOOD GROWTH,,,,,,,,,NYC,,,,,,,,,,,,,,101258,1363,,,,1,,,
WATERFRONT ALLIANCE,BAYLANDER,,,,,,,,,NYC,,,,,,,,,,,,,,20071,2037,,,,1,,,
JEWISH COMMUNITY CENTER OF SI,NYC DYCD,,,,,,,,,NYC,,,,,,,,,,,,,,3100,101819,,,,1,,,
SCIENCE AND RESILIENCE INSTITUTE AT JAMAICA BAY,STEVENS INSTITUTE OF TECH,,,,,,,,,NYC,,,,,,,,,,,,,,20887,101704,,,,1,,,
596 ACRES,NYRP,,,,,,,,,NYC,,,,,,,,,,,,,,1356,100086,,,,1,,,
PARTNERSHIPS FOR PARKS,CARIBBEAN AM SOCIETY OF NY,,,,,,,,,NYC,,,,,,,,,,,,,,100380,4878,,,,1,,,
PARTNERSHIPS FOR PARKS,MEKONG NYC,,,,,,,,,NYC,,,,,,,,,,,,,,20521,4878,,,,1,,,
PARTNERSHIPS FOR PARKS,MID-BEDFORD HEIGHTS LIONS CLUB,,,,,,,,,NYC,,,,,,,,,,,,,,105118,4878,,,,1,,,
GARDEN PEOPLE,RIVERSIDE PARK CONSERVANCY,,,,,,,,,NYC,,,,,,,,,,,,,,101643,1523,,,,1,,,
FRIENDS OF EIBS POND PARK,GROW NYC,,,,,,,,,NYC,,,,,,,,,,,,,,100882,1156,,,,1,,,
RESEARCH DIVERS,IS BK 281,,,,,,,,,NYC,,,,,,,,,,,,,,20434,103421,,,,1,,,
PS K490 FORT HAMILTON HS,SHORE ROAD PARKS CONSERVANCY,,,,,,,,,NYC,,,,,,,,,,,,,,101724,3399,,,,1,,,
TNY,NY TREE TRUST,,,,,,,,,NYC,,,,,,,,,,,,,,1357,101956,,,,1,,,
FRIENDS OF SHERMAN CREEK CONSERVANCY,AMERICAN LITTORAL SOCIETY,,,,,,,,,NYC,,,,,,,,,,,,,,2003,100763,,,,1,,,
NYC ID- YOUNG ADULT BOROUGH CENTER,NYC DSNY,,,,,,,,,NYC,,,,,,,,,,,,,,7220,105347,,,,1,,,
GOWANUS CANAL CONSERVANCY,5 AVE COMMITTEE,,,,,,,,,NYC,,,,,,,,,,,,,,3343,100831,,,,1,,,
PROJECT HARMONY,NYC COMMUNITY GARDEN COALITION,,,,,,,,,NYC,,,,,,,,,,,,,,1377,1416,,,,1,,,
PARTNERSHIPS FOR PARKS,POLISH SCOUTING ORGANIZATION,,,,,,,,,NYC,,,,,,,,,,,,,,106383,4878,,,,1,,,
BETHANY COMMUNITY GARDEN,BETHANY LIBRARY- CLARK MEMORIAL LIBRARY,,,,,,,,,region,,,,,,,,,,,,,,20084,811743662,,,,1,,,
POPPA AND MOMMA JONES HISTORIC COMMUNITY GARDEN,UNITED COMMUNITY CENTERS,,,,,,,,,NYC,,,,,,,,,,,,,,5662,1414,,,,1,,,
LOWER RARITAN WATERSHED PARTNERSHIP,CENTRAL JERSEY STREAM TEAM,,,,,,,,,NYC,,,,,,,,,,,,,,463984449,104920,,,,1,,,
OUTER SEED SHADOW,NYCHA,,,,,,,,,NYC,,,,,,,,,,,,,,4650,20724,,,,1,,,
RANDALLS ISLAND PARK ALLIANCE,NY CARES,,,,,,,,,NYC,,,,,,,,,,,,,,1351,101599,,,,1,,,
GOWANUS CANAL CONSERVANCY,NYC URBAN FIELD STATION,,,,,,,,,NYC,,,,,,,,,,,,,,20675,100831,,,,1,,,
PARTNERSHIPS FOR PARKS,WEST CUNNINGHAM PARK CIVIC ASSOC,,,,,,,,,NYC,,,,,,,,,,,,,,21020,4878,,,,1,,,
SCIENCE AND RESILIENCE INSTITUTE AT JAMAICA BAY,BUROHAPPOLD,,,,,,,,,NYC,,,,,,,,,,,,,,20132,101704,,,,1,,,
PARTNERSHIPS FOR PARKS,PADRE PLAZA,,,,,,,,,NYC,,,,,,,,,,,,,,4842,4878,,,,1,,,
FRIENDS OF INWOOD HILL PARK,RECYCLEDAY MORNING,,,,,,,,,NYC,,,,,,,,,,,,,,101607,106944,,,,1,,,
NY LEAGUE OF CONSERVATION VOTERS,WEACT,,,,,,,,,NYC,,,,,,,,,,,,,,1573,4550,,,,1,,,
SOUTH MOUNTAIN CONSERVANCY,STUDENT CONSERVATION ASSOC,,,,,,,,,region,,,,,,,,,,,,,,101836,562410919,,,,1,,,
WATERFRONT ALLIANCE,ARMAND LEGARDEUR ARCHITECT,,,,,,,,,NYC,,,,,,,,,,,,,,102480,2037,,,,1,,,
VITO MARCANTONIO COMMUNITY PEACE GARDEN,NY SUN WORKS,,,,,,,,,NYC,,,,,,,,,,,,,,101329,107824,,,,1,,,
WEST 132ND ST BLOCK,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,1566,,,,1,,,
GRAND STREET BID,NYC DSNY,,,,,,,,,,,,,,,,,,,,,,,7220,1230,,,,2,,,
CITIZEN PROJECTS,URBAN WATER MAKERS,,,,,,,,,NYC,,,,,,,,,,,,,,20975,5501,,,,1,,,
SNAP TO GROW URBAN FARM,GROW NYC,,,,,,,,,NYC,,,,,,,,,,,,,,100882,20865,,,,1,,,
EPA- NYNJ HARBOR ESTUARY PROGRAM,NYC WATER TRAIL ASSOC,,,,,,,,,NYC,,,,,,,,,,,,,,101344,1375,,,,1,,,
FORDHAM UNIVERSITY- BIOLOGICAL SCIENCES- CENTER FOR URBAN ECOLOGY,WILDLIFE CONSERVATION,,,,,,,,,NYC,,,,,,,,,,,,,,8027,103858,,,,1,,,
E 34 ST BLOCK,BK BOTANIC GARDEN,,,,,,,,,NYC,,,,,,,,,,,,,,1067,1141,,,,1,,,
OLD STONE HOUSE,GOWANUS CANAL CONSERVANCY,,,,,,,,,NYC,,,,,,,,,,,,,,100831,1387,,,,1,,,
GOWANUS CANAL CONSERVANCY,BEACON HS,,,,,,,,,NYC,,,,,,,,,,,,,,102616,100831,,,,1,,,
SUTPHIN BLVD BID,JAMAICA CULTURAL ARTS AND LEARNING,,,,,,,,,NYC,,,,,,,,,,,,,,20439,5484,,,,1,,,
ROCKAWAY WATERFRONT ALLIANCE,OCEANA,,,,,,,,,NYC,,,,,,,,,,,,,,20710,1457,,,,1,,,
FORT GREENE PARK CONSERVANCY,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,100712,,,,1,,,
PARTNERSHIPS FOR PARKS,ASTORIA PARK ALLIANCE,,,,,,,,,NYC,,,,,,,,,,,,,,100190,4878,,,,1,,,
ROCKAWAY WATERFRONT ALLIANCE,ROCKAWAY TIMES,,,,,,,,,NYC,,,,,,,,,,,,,,107508,1457,,,,1,,,
TEENS FOR FOOD JUSTICE,NYC DOE,,,,,,,,,NYC,,,,,,,,,,,,,,4645,107318,,,,1,,,
SCIENCE AND RESILIENCE INSTITUTE AT JAMAICA BAY,NEW SCHOOL,,,,,,,,,NYC,,,,,,,,,,,,,,1528,101704,,,,1,,,
NATIONAL LIGHTHOUSE MUSEUM,NY HARBOR SCHOOL,,,,,,,,,NYC,,,,,,,,,,,,,,101971,101240,,,,1,,,
COASTAL RESEARCH AND EDUCATION SOCIETY OF LONG ISLAND,CENTER FOR COASTAL STUDIES,,,,,,,,,NYC,,,,,,,,,,,,,,20159,2012,,,,1,,,
9ST AND AVE C COMMUNITY GARDEN AND PARK,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,1014,,,,1,,,
BLACK ROCK FOREST CONSORTIUM INC,OPEN SPACE INSTITUTE,,,,,,,,,region,,,,,,,,,,,,,,4697,5508,,,,1,,,
FRIENDS OF CUNNINGHAM PARK,TRIPS FOR KIDS MNY,,,,,,,,,NYC,,,,,,,,,,,,,,20956,1189,,,,1,,,
WATERFRONT ALLIANCE,BADE STAGEBERG COX,,,,,,,,,NYC,,,,,,,,,,,,,,102566,2037,,,,1,,,
PARTNERSHIPS FOR PARKS,HUDSON CLIFFS BASEBALL LEAGUE,,,,,,,,,NYC,,,,,,,,,,,,,,107444,4878,,,,1,,,
SUTPHIN BLVD BID,NYC OFFICE OF BORO PRES- QUEENS,,,,,,,,,NYC,,,,,,,,,,,,,,20651,5484,,,,1,,,
596 ACRES,MYRTLE VILLAGE GREEN,,,,,,,,,NYC,,,,,,,,,,,,,,101229,100086,,,,1,,,
BROTHERHOOD SISTER SOL,BK URBAN GARDEN SCHOOL,,,,,,,,,NYC,,,,,,,,,,,,,,100349,5511,,,,1,,,
WATERFRONT ALLIANCE,BIMMYS,,,,,,,,,NYC,,,,,,,,,,,,,,102695,2037,,,,1,,,
WEST 75TH STREET BLOCK,M PRECINCT 20,,,,,,,,,NYC,,,,,,,,,,,,,,20500,102068,,,,1,,,
SWALE,SWIM COALITION,,,,,,,,,NYC,,,,,,,,,,,,,,2065,107273,,,,1,,,
NY LEAGUE OF CONSERVATION VOTERS,SOLAR ONE,,,,,,,,,NYC,,,,,,,,,,,,,,2063,4550,,,,1,,,
LAURELWOOD ARBORETUM,GARDEN STATE GARDENS CONSORTIA,,,,,,,,,,,,,,,,,,,,,,,31063,31026,,,,2,,,
MAGNOLIA TREE EARTH CENTER,HATTIE CARTHAN COMMUNITY GARDEN,,,,,,,,,NYC,,,,,,,,,,,,,,1261,4234,,,,1,,,
WILDLANDS CONSERVANCY,NATURE CONSERVANCY,,,,,,,,,,,,,,,,,,,,,,,5540,31004,,,,2,,,
EPA- NYNJ HARBOR ESTUARY PROGRAM,PASSAIC RIVER BOAT CLUB,,,,,,,,,NYC,,,,,,,,,,,,,,101508,1375,,,,1,,,
PARTNERSHIPS FOR PARKS,CULTURAL ARTS IN ROCKAWAY PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,20221,4878,,,,1,,,
CITY PARKS FOUNDATION GREEN GIRLS,TREES NY,,,,,,,,,NYC,,,,,,,,,,,,,,1536,104167,,,,1,,,
WATERFRONT ALLIANCE,AMERICAN INSTITUTE OF ARCHITECTS- Q,,,,,,,,,NYC,,,,,,,,,,,,,,20030,2037,,,,1,,,
WATERFRONT ALLIANCE,BOWNE PRINTERS,,,,,,,,,NYC,,,,,,,,,,,,,,20113,2037,,,,1,,,
WATERFRONT ALLIANCE,BELLE HARBOR YACHT CLUB,,,,,,,,,NYC,,,,,,,,,,,,,,102642,2037,,,,1,,,
PARTNERSHIPS FOR PARKS,HEALTHY AND LIVEABLE MOTT HAVEN PARTNERSHIP,,,,,,,,,NYC,,,,,,,,,,,,,,100917,4878,,,,1,,,
OUTER SEED SHADOW,SCHOOL OF VISUAL ARTS,,,,,,,,,NYC,,,,,,,,,,,,,,20847,20724,,,,1,,,
WESTCHESTER SQUARE BID,OWN DOLEN PARK AND RECREATION CENTER,,,,,,,,,NYC,,,,,,,,,,,,,,20726,102084,,,,1,,,
PARTNERSHIPS FOR PARKS,FOREST AVE BID,,,,,,,,,NYC,,,,,,,,,,,,,,100710,4878,,,,1,,,
NORTHWEST BX COMMUNITY AND CLERGY COALITION,EMERALD CITIES COLLABORATIVE,,,,,,,,,NYC,,,,,,,,,,,,,,20263,4630,,,,1,,,
RIVERKEEPER,SWIM COALITION,,,,,,,,,region,,,,,,,,,,,,,,2065,1450,,,,1,,,
FRIENDS OF DOWNTOWN PARKS NYC/ GREEN BELOW 14,FRIENDS OF DESALVIO PLAYGROUND,,,,,,,,,NYC,,,,,,,,,,,,,,20309,461974668,,,,1,,,
PARTNERSHIPS FOR PARKS,ECOSTATION NY,,,,,,,,,NYC,,,,,,,,,,,,,,104180,4878,,,,1,,,
UNIVERSITY COMMUNITY SOCIAL SERVICES,LOWER EAST SIDE ECOLOGY CENTER,,,,,,,,,NYC,,,,,,,,,,,,,,1313,101999,,,,1,,,
SWIM STRONG FOUNDATION,ARVERNE BY THE SEA,,,,,,,,,NYC,,,,,,,,,,,,,,20052,107278,,,,1,,,
FRIENDS OF SHERMAN CREEK CONSERVANCY,BILLION OYSTER PROJECT,,,,,,,,,NYC,,,,,,,,,,,,,,100250,100763,,,,1,,,
INWOOD CANOE CLUB,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,101002,,,,1,,,
WATERFRONT ALLIANCE,CENTER FOR URBAN PEDAGOGY,,,,,,,,,NYC,,,,,,,,,,,,,,100407,2037,,,,1,,,
CONSERVATION CLUB,MILLION TREES NYC,,,,,,,,,NYC,,,,,,,,,,,,,,101195,20212,,,,1,,,
GOWANUS CANAL CONSERVANCY,OPEN SEWER ATLAS,,,,,,,,,NYC,,,,,,,,,,,,,,20718,100831,,,,1,,,
NY TREE TRUST,PS M 34,,,,,,,,,NYC,,,,,,,,,,,,,,106161,1357,,,,1,,,
URBAN RESOURCES INITIATIVE,UNION STREET DOG PARK,,,,,,,,,region,,,,,,,,,,,,,,20964,61343983,,,,1,,,
RIVERKEEPER,GOWANUS CANAL CONSERVANCY,,,,,,,,,region,,,,,,,,,,,,,,100831,1450,,,,1,,,
BATTERY CONSERVANCY,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,1038,,,,1,,,
LOWER EAST SIDE ECOLOGY CENTER,NYC CITY COUNCIL- ANTONIO REYNOSO,,,,,,,,,NYC,,,,,,,,,,,,,,20613,1313,,,,1,,,
FRIENDS OF BLEECKER ST PLAYGROUND,GREEN BELOW 14,,,,,,,,,NYC,,,,,,,,,,,,,,100849,7001,,,,1,,,
GREENWOOD CEMETARY ASSOC,USDA- FOREST SERVICE,,,,,,,,,NYC,,,,,,,,,,,,,,7426,1525,,,,1,,,
DIRECTIONS FOR OUR YOUTH,PARTNERSHIPS FOR PARKS,,,,,,,,,region,,,,,,,,,,,,,,4878,112249900,,,,1,,,
EDISON GREENWAYS GROUP,EAST COAST GREENWAY ALLIANCE,,,,,,,,,region,,,,,,,,,,,,,,3191,223207882,,,,1,,,
NEW VISIONS CHARTER HS- STUDENT GOVERNMENT,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,20578,,,,1,,,
FRIENDS OF THE BAY,TOWN OF OYSTER BAY,,,,,,,,,NYC,,,,,,,,,,,,,,20940,103976,,,,1,,,
WATERFRONT ALLIANCE,BK BRIDGE PARK CONSERVANCY,,,,,,,,,NYC,,,,,,,,,,,,,,2008,2037,,,,1,,,
