Label,Type,Tags,Description,BoundText,Group Focus,MapYN,Mission,NYC_region,OrgCity,OrgEmail,OrgName,OrgPhone,OrgState,OrgStreet1,OrgTwitter,OrgType,OrgTypeTxt,OrgWebSite,OrgZip,PctStewTxt,PopID,PopID _ALTER,Respondent PopID,Sector,Site Type,Stewardship Function,Version,YrFnd_Num,indegree,metrics::last
ELDERT STREET COMMUNITY GARDEN,,,,"The Eldert Street Community garden is located at 315 Eldert Street, Brooklyn, NY, 11237.",Environment,Yes,"The Eldert Street Garden Association was formed in 2009 for the purpose of transforming the vacant, neglected lot at 315 Eldert Street into a flourishing community garden for the whole neighborhood to enjoy. We are committed to maintaining a garden that",,Brooklyn,Eldertstreetgarden@gmail.com,Eldert Street Community Garden,,NY,315 Eldert St,,3,Group without 501(c)(3) or 501(c)(4) status,http://facebook.com/eldertstreetgarden,11237,80-100%,100632,,,Civic,Community Garden,MANAGE,1,2009,1,1
GOWANUS DREDGERS CANOE,,,,"Gowanus waterway and neighborhood in Brooklyn, NY",Environment,Yes,"Our mission is to assemble and educate a diverse group of individuals, businesses and organizations to improve the Gowanus waterfront in Brooklyn and foster awareness of issues affecting New York- New Jersey harbor. The Gowanus Dredgers Canoe Club intend",,Brooklyn,gdredgers@gmail.com,Gowanus Dredgers Canoe Club,718-243-0849,NY,P.O. Box 24403,@GowanusDredgers,1,501(c)(3) (or has applied),http://gowanuscanal.org,11202-4403,80-100%,1229,,,Civic,Stream / River / Canal,EDUCATE,1,1999,1,1
FRIENDS OF DESALVIO PLAYGROUND,,,,,,,,,,,,,,,,,,,,,20309,,,Civic,,,,,2,2
OCEANPORT WATER WATCH,,,,"Shrewsbury River, Monmouth County, NJ",Toxics / pollution related,Yes,"Monitoring the water quality of the Shrewsbury River around Oceanport, NJ.",,Oceanport,,Oceanport Water Watch,,NJ,,,11,Community Board,,7757,80-100%,105726,,,Civic,Stream / River / Canal,MONITOR,1,1986,0,0
AMERICAN RHODEDENDRON SOCIETY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
SPARROWS NEST COMMUNITY GARDEN,,,,101 st and Lewis Ave.,Seniors,Yes,,,,,Sparrow's Nest Community Garden,,,,,1,501(c)(3) (or has applied),,,60-79%,101761,,,Civic,Community Garden,ADVOCATE,1,2014,0,0
SUNNYSIDE SHINES BID,,,,"We cover Queens Boulevard from 38th Street to 50th Street, and Greenpoint Avenue from Queens Boulevard to midblock between 42nd and 43rd Streets.",Economic development,Yes,"The mission of the Sunnyside Shines Business Improvement District (BID) is to invigorate and enrich the economic life of the neighborhood by creating a safe, welcoming and dynamic commercial district in Sunnyside, Queens.  The BID is a non-profit partner",,Sunnyside,director@sunnysideshines.org,Sunnyside Shines Business Improvement District,718-606-1800,NY,P.O. Box 4477,sunnysideshines,1,501(c)(3) (or has applied),http://sunnysideshines.org,11104,1-19%,107240,,,Civic,"Public Right of Way (Sidewalk, street ends, traffic island, public plaza)",MANAGE,1,2008,1,1
NYC CITY COUNCIL- HELEN ROSENTHAL,,,,,,,,,,,,,,,,,,,,,20624,,,Government,,,,,3,3
PACE UNIVERSITY,,,,,,,,,,,,,,,,,,,,,1401,,,School,,,,,1,1
RIVER PARK TOWERS TENANTS ASSN.,,,,,,,,,,,,,,,,,,,,,20816,,,Civic,,,,,1,1
GREENBELT CONSERVANCY,,,,,,,,,,,,,,,,,,,,,1243,,,Civic,,,,,3,3
US FWS,,,,,,,,,,,,,,,,,,,,,20978,,,Government,,,,,1,1
LAURELWOOD ARBORETUM,,,,,,,,,,,,,,,,,,,,,31026,,,Civic,,,,,0,0
CHARLTON ST BLOCK ASSN,,,,,,,,,,,,,,,,,,,,,1087,,,Civic,,,,,1,1
FRIENDS OF BEAVER PONDS PARK,,,,,,,,,,,,,,,,,,,,,20302,,,Civic,,,,,1,1
NY PHENOLOGY PROJECT,,,,,,,,,,,,,,,,,,,,,20603,,,Civic,,,,,1,1
3RD ST SCHOOL GARDEN,,,,Primarily on East 3rd street between 1st Avenue and Avenue A.  Secondarily on East 4th street between 1st Avenue and Avenue A,Education,Yes,"To provide urban students, surrounded by concrete,  with the chance to get their hands into the soil. We focus on putting science into action in our school garden. Our goals including providing an education in growing, harvesting and to learn about plant",,New York,thirdstreetschoolgarden@gmail.com,3rd Street School Garden,,NY,121 E 3rd Street,,4,School-affiliated group,,10009,60-79%,105291,,,Civic,School yard / Outdoor classroom,EDUCATE,1,2008,0,0
350.ORG,,,,,,,,,,,,,,,,,,,,,59113,,,Civic,,,,,1,1
FRIENDS OF QUEENSBRIDGE PARK,,,,,,,,,,,,,,,,,,,,,7966,,,Civic,,,,,1,1
COMMUNITY DEVELOPMENT PROJECT,,,,,,,,,,,,,,,,,,,,,20209,,,Civic,,,,,1,1
UJA FEDERATION,,,,,,,,,,,,,,,,,,,,,107689,,,Civic,,,,,1,1
NYC CITY COUNCIL- MARGARET CHIN,,,,,,,,,,,,,,,,,,,,,20629,,,Government,,,,,3,3
ALL NYC YACHTS,,,,,,,,,,,,,,,,,,,,,20021,,,Civic,,,,,1,1
RED HOOK BOATERS,,,,,,,,,,,,,,,,,,,,,5116,,,Civic,,,,,1,1
80TH ST BLOCK,,,,80th street between 5th and 6th ave in Brooklyn,Community improvement and capacity building,Yes,Building community.,,brooklyn,,80th Street Bloack Association,,NY,538 80th Street,,3,Group without 501(c)(3) or 501(c)(4) status,,11209,40-59%,100098,,,Civic,Street tree,MANAGE,1,2014,0,0
CONVENT GDN COMM ASSN,,,,,,,,,,,,,,,,,,,,,3007,,,Civic,,,,,1,1
"OLD TIMERS, INC",,,,,,,,,,,,,,,,,,,,,20714,,,Civic,,,,,1,1
TOWN OF NEWBURGH,,,,,,,,,,,,,,,,,,,,,20936,,,Government,,,,,1,1
VIA SOLAR,,,,,,,,,,,,,,,,,,,,,20994,,,Business,,,,,1,1
FRIENDS OF ROSEMARY'S PLAYGROUND,,,,,,,,,,,,,,,,,,,,,100761,,,Civic,,,,,1,1
830 AMSTERDAM AVENUE RESIDENT ASSOC,,,,"Nycha development, in which this building has undergone, the first pilot program of a non smoking building.",Other,Yes,"Just because you live in a housing development does not mean you are less than a human being.  We strive for a  safe, clean, respectful of one another, clean air, non smoking , most of all loving apartment building.",,New York,,830 Amsterdam Avenue Resident Association,212-866-6693,NY,830 AmsterdamAvenue,,1,501(c)(3) (or has applied),,10025,40-59%,2206,,,Civic,"Residential building grounds (apartment courtyard, back yard, etc.)",MONITOR,1,2013,0,0
CITY ISLAND CIVIC ASSOC,,,,City Island in the Bronx,Community improvement and capacity building,Yes,To maintain the nautical heritage and quality of life on City Island.,,Bronx,City.island.civic@gmail.com,"City Island Civic Association, Inc.",,NY,P.O. Box 117,,3,Group without 501(c)(3) or 501(c)(4) status,,10464,20-39%,2865,,,Civic,Waterfront / Beach / Shoreline,CONSERVE,1,1951,1,1
CONCERNED CITIZENS OF BENSONHURST,,,,,,,,,,,,,,,,,,,,,2013,,,Civic,,,,,1,1
FRIENDS OF ANIBAL AVILES PLAYGROUND,,,,,,,,,,,,,,,,,,,,,100736,,,Civic,,,,,1,1
KBK9 KIPS BAY DOG RUN,,,,,,,,,,,,,,,,,,,,,20453,,,Civic,,,,,1,1
FRIENDS OF WILLIAMSBURG OVAL,,,,,,,,,,,,,,,,,,,,,100772,,,Civic,,,,,1,1
BIMBO,,,,,,,,,,,,,,,,,,,,,20088,,,Business,,,,,1,1
FRIENDS OF PIER 35,,,,"East River Esplanade at Pier 35, NYC . Waterfront esplanade from Jefferson St. to Pike Slip. 
All of Rutgers Slip
South St. between Rutgers Slip and Pike Slip",Community improvement and capacity building,Yes,We advocate for the stewardship of the Pier 35 Eco Park and the surrounding area.,,New York,pier35nyc@gmail.com,Friends of Pier 35,,NY,"82 Rutgers Slip, Apt 19F",@Pier35NYC,11,Other,,10002,60-79%,100759,,,Civic,Waterfront / Beach / Shoreline,ADVOCATE,1,2013,2,2
STUYVESANT PARK NEIGHBORHOOD ASSOC,,,,"In Stuyvesant
Park on Second Ave. between 15th = 17th streets in Manhattan","Arts, culture, creative practices",Yes,To improve and protect our historic neighborhood,,New York,INFO@SPNANYC.ORG,"Stuyvesant Park Neighborhood Association, Inc.",None,NY,P.O. Box 1347,,,,http://spnanyc.org,10276,40-59%,132899445,,,Civic,Park,,1,1968,1,1
GOWANUS CANAL CONSERVANCY,,,,"Green spaces throughout Community Board 6, Brooklyn's Districts 33, 38, and 39, and in Gowanus Watershed, approximately:
N - Atlantic Avenue
E - Prospect Park West
S - Gowanus Expressway
W - Court Street

Main (temporary) stewardship site located on:
431",Environment,Yes,"The Gowanus Canal Conservancy is a community-based non-profit organization that serves as the environmental steward for the Gowanus Canal Watershed. We envision the evolution of an Open, Clean and Alive Gowanus Canal and Watershed with accessible, connec",,Brooklyn,info@gowanuscanalconservancy.org,Gowanus Canal Conservancy,718-541-437,NY,"543 Union St, #1E",@GowanusGreen,1,501(c)(3) (or has applied),http://gowanuscanalconservancy.org/ee/,11215,80-100%,100831,,,Civic,Watershed / Sewershed,MANAGE,1,2006,17,17
NYC DCA,,,,,,,,,,,,,,,,,,,,,7230,,,Civic,,,,,2,2
ENY FARMERS MARKET,,,,,,,,,,,,,,,,,,,,,7528,,,Civic,,,,,1,1
BRUCE'S GARDEN,,,,,,,,,,,,,,,,,,,,,20128,,,Civic,,,,,1,1
FRIENDS OF THE FOUR PARKS ALLIANCE,,,,,,,,,,,,,,,,,,,,,103979,,,Civic,,,,,1,1
HIGHLAND PARK RIDGEWOOD RESERVOIR ALLIANCE,,,,,,,,,,,,,,,,,,,,,20408,,,Civic,,,,,1,1
FRIENDS OF THE WILLIAMSBRIDGE OVAL,,,,"Williamsbridge Oval Park located at 3225 Reservoir Oval E, Bronx, NY 10467",Environment,Yes,"Friends of the Wiliamsbridge Oval is an association of friends, neighbors and organizations dedicated to making 
Williamsbridge Oval Park the best and most welcoming park it can be.",,Bronx,FriendsOvalPark@hotmail.com,Friends of the Williamsbridge Oval,,NY,3168 Decatur Avenue,,3,Group without 501(c)(3) or 501(c)(4) status,,10467,40-59%,103989,,,Civic,Park,MANAGE,1,2013,1,1
BK CB 2,,,,,,,,,,,,,,,,,,,,,2955,,,Civic,,,,,1,1
OCEAN BAY CDC,,,,,,,,,,,,,,,,,,,,,20709,,,Civic,,,,,1,1
HARLEM RIVER WORKING GROUP,,,,,,,,,,,,,,,,,,,,,100906,,,Civic,,,,,1,1
CEDAR HILL NEIGHBORHOOD,,,,,,,,,,,,,,,,,,,,,20156,,,Civic,,,,,1,1
SACRED VIBES APOTHECARY,,,,,,,,,,,,,,,,,,,,,20836,,,Civic,,,,,1,1
NORTHWEST BX SUPPORT COMMITTEE FOR THE HOMELESS,,,,We operate an emergency overnight shelter for six homeless men at the Riverdale Yonkers Society for Ethical Culture.  We also provide food and clothing to homeless individuals on the subway.,Community improvement and capacity building,Yes,We formed to provide shelter meals and clothing to homeless individuals in New York City.,,Bronx,,Northwest Bronx Support Committee for the Homeless,,NY,4450 Fieldston Road,,1,501(c)(3) (or has applied),,10471,40-59%,1368,,,Civic,Other,ADVOCATE,1,1994,0,0
SI RAILROAD,,,,,,,,,,,,,,,,,,,,,20858,,,Civic,,,,,1,1
JAMAICA CULTURAL ARTS AND LEARNING,,,,,,,,,,,,,,,,,,,,,20439,,,Civic,,,,,1,1
MOSHOLU PRESERVATION CORPORATION,,,,,,,,,,,,,,,,,,,,,1332,,,Civic,,,,,1,1
LAND GALLERY,,,,,,,,,,,,,,,,,,,,,20469,,,Civic,,,,,1,1
ALPHA ART,,,,,,,,,,,,,,,,,,,,,20025,,,Civic,,,,,1,1
PASSAIC RIVER BOAT CLUB,,,,"Passaic River, Ironbound dock south of Jackson Street Bridge",Recreation and sports (including birding and fishing),Yes,"Informal power boating in the North Jersey NY area; assistance to other boating related groups and environmental activities of Hack Riverkeeper, NY-NJ Baykeeper, LPRRP CAG, Waterfront Alliance, NY NJ HEP",,Bloomfield,,Passaic River Boat Club,,NJ,56 Hyde Road,,3,Group without 501(c)(3) or 501(c)(4) status,http://passaicriverboatclub.com,7003,1-19%,101508,,,Civic,Waterfront / Beach / Shoreline,MANAGE,1,2006,1,1
GARMERCY NEIGHBORHOOD ASSOCIATES,,,,,,,,,,,,,,,,,,,,,3628,,,Civic,,,,,1,1
FILLMORE STREET,,,,,,,,,,,,,,,,,,,,,20281,,,Civic,,,,,1,1
INTERNATIONAL RESCUE COMMITTEE- NEW ROOTS COMMUNITY FARM,,,,On Grand Concourse at 153rd Street,Food,Yes,"The International Rescue Committee (IRC) responds to the worldΓÇÖs worst humanitarian crises and helps people survive and rebuild their lives. At work in over 40 countries and 22 U.S. cities to restore safety, dignity and hope, the IRC leads the way from",,New York,sheryll.durrant@rescue.org,New Roots Community Farm (International Rescue Committee),212-377-4747,NY,263 W. 38th Street,@theIRC,1,501(c)(3) (or has applied),http://rescue.org/,10018,40-59%,101272,,,Civic,Urban Farm,EDUCATE,1,2011,0,0
"PS X 186, WALTER J. DAMROSCH SCHOOL",,,,,,,,,,,,,,,,,,,,,101487,,,School,,,,,1,1
NORWALK LAND TRUST,,,,,,,,,,,,,,,,,,,,,237309817,,,Civic,,,,,1,1
NYC MOUNTAIN BIKE ASSOC,,,,"Highbridge Park in Manhattan 192st to Dyckman St
Wolfes Pond Park in Staten Island Both sides of Hylan Blvd between Seguine and Hugenot Avenues",Recreation and sports (including birding and fishing),Yes,"The NYC Mountain Bike Association advocates for, builds, and maintains mountain bike trails in NYC while fostering a community of local riders.",,New York,dawson@nycmtb.com,NYC Mountain Bike Association NYCMTB,917-885-5843,NY,245 E 11th Street Apt. 2G,,11,Other,http://nycmtb.com,10003,80-100%,104811,,,Civic,Bike trails / Greenway/Rail-trail,MANAGE,1,2007,1,1
ROCKAWAY TIMES,,,,,,,,,,,,,,,,,,,,,107508,,,Civic,,,,,1,1
LAURIE M. TISCH ILLUMINATION FUND,,,,,,,,,,,,,,,,,,,,,20473,,,Civic,,,,,1,1
STARR WHITEHOUSE LANDSCAPE ARCHITECTS AND PLANNERS,,,,,,,,,,,,,,,,,,,,,107135,,,Civic,,,,,1,1
NATURAL LANDS,,,,,,,,,,,,,,,,,,,,,31087,,,Civic,,,,,1,1
CADMAN PARK CONSERVANCY,,,,,,,,,,,,,,,,,,,,,100369,,,Civic,,,,,1,1
GOWANUS HOUSES ART COLLECTIVE,,,,,,,,,,,,,,,,,,,,,20368,,,Civic,,,,,1,1
PARTNERSHIPS FOR REGIONAL INVASIVE SPECIES MANAGEMENT,,,,,,,,,,,,,,,,,,,,,20735,,,Civic,,,,,1,1
TEACHING BEYOND THE SQUARE,,,,,,,,,,,,,,,,,,,,,31079,,,Civic,,,,,1,1
NEW YORK MYCOLOGICAL SOCIETY,,,,"NYC Parks
Central Park
High Rock
Woolfe Pond
Clove Lakes Pk.
Forest Pk
Alley Pond
Inwood Hill
Van Cortlandt
Pelham Bay",Research in science and/or technology,Yes,To Promote Knowledge of mushrooms.,,New York,Pabloski1@verizon.net,New York Mycological Society,212-348-3092,NY,205 E94th St. 5FW,N/A,1,501(c)(3) (or has applied),http://NewYorkMYC.org,10128,40-59%,101321,,,Civic,Forest / Woodland,EDUCATE,1,1962,0,0
GOWANUS UNITED,,,,,,,,,,,,,,,,,,,,,20372,,,Civic,,,,,1,1
COASTAL PRESERVATION NETWORK,,,,,,,,,,,,,,,,,,,,,1102,,,Civic,,,,,1,1
NYC OFFICE OF MAYOR- NYC SERVICE,,,,,,,,,,,,,,,,,,,,,20657,,,Government,,,,,1,1
YMCA,,,,,,,,,,,,,,,,,,,,,5909,,,Civic,,,,,3,3
FRIENDS OF J HOOD WRIGHT,,,,,,,,,,,,,,,,,,,,,20325,,,Civic,,,,,1,1
TALENT YOUTH DEVELOPMENT EDUCATION AND ENTERTAINMENT,,,,,,,,,,,,,,,,,,,,,107298,,,Civic,,,,,1,1
FRIENDS OF WHITEY FORD,,,,,,,,,,,,,,,,,,,,,20349,,,Civic,,,,,1,1
LOWER EAST SIDE PRESERVATION INITIATIVE,,,,"Our area is the traditional Lower East Side of Manhattan, which includes such neighborhoods as the East Village, Lower East Side below Houston St., Chinatown, Little Italy and the Bowery, extending from East 14th Street south to Fulton and Franklin Stree","Arts, culture, creative practices",Yes,The Corporation is formed for the charitable purpose of informing the community about the rich history and cultural significance of landmark buildings in ManhattanΓÇÖs East Village and Lower East Side and advocating for New York City landmark historic di,,New York,info@LESPI-nyc.org,Lower East Side Preservation Initiative,347-827-1846,NY,232 E. 11th Street,@LESPI_nyc,1,501(c)(3) (or has applied),http://LESPI-nyc.org,10003,80-100%,104909,,,Civic,Other,ADVOCATE,1,2007,0,0
AMERICAN FARMLAND TRUST,,,,,,,,,,,,,,,,,,,,,20028,,,Civic,,,,,1,1
SOUTHAMPTON TOWN- TRAILS ADVISORY BOARD,,,,,,,,,,,,,,,,,,,,,20876,,,Government,,,,,1,1
FRIENDS OF CLAY PIT PONDS,,,,,,,,,,,,,,,,,,,,,3447,,,Civic,,,,,1,1
OUTER SEED SHADOW,,,,"OSS gardens and programs have been developed in Juan Pablo Duarte Square in Manhattan, Hudson Square (2014), Fort Greene Park at Myrtle Av & Washington Place in Brooklyn (2016), and currently at Marble Hill in the Bronx.",Community improvement and capacity building,Yes,"The mission of OSS (Outer Seed Shadow) is to create and support public green spaces with powerful educational capacities, incorporating public art, storytelling, urban farming, public programming and community building as materials to address systemic an",,Brooklyn,project@outerseedshadow.org,Outer Seed Shadow,646-246-0877,NY,68 Jay St #903,,1,501(c)(3) (or has applied),http://outerseedshadow.org,11201,80-100%,20724,,,Civic,Community Garden,EDUCATE,1,2012,0,0
HRA,,,,,,,,,,,,,,,,,,,,,7775,,,Government,,,,,2,2
LITTLE GARDEN CLUB OF RYE,,,,,,,,,,,,,,,,,,,,,136140415,,,Civic,,,,,1,1
LITERARY FREEDOM PROJECT,,,,,,,,,,,,,,,,,,,,,104864,,,Civic,,,,,1,1
EL COQUI COMM GDN,,,,,,,,,,,,,,,,,,,,,100625,,,Civic,,,,,1,1
VIPA,,,,,,,,,,,,,,,,,,,,,107816,,,Civic,,,,,1,1
M KAYAK AND SUP,,,,"Pier 84 in the Hudson River Park, Manhattan; Greenpoint Barge at Transmitter Park, Brooklyn",Recreation and sports (including birding and fishing),Yes,"Manhattan Kayak + SUP is a unique paddling school in New York City, with on-water boat storage and lots of classes and tours. We love the NY watershed and help both NYers and visitors to appreciate it to. 

Beginners can try 1-hour River tours, lessons o",,New York,info@manhattankayak.com,Manhattan Kayak + SUP,212-924-1788,NY,119 West 72nd St. #163,,10,"Private firm, for-profit business",http://manhattankayak.com,10023,20-39%,105013,,,Civic,Waterfront / Beach / Shoreline,EDUCATE,1,1996,1,1
WOODHAVEN RESIDENTS BLOCK,,,,,,,,,,,,,,,,,,,,,21037,,,Civic,,,,,1,1
SUNSET PARK LANDMARKS COMMITTEE,,,,"Northern boundary = 39th Street between 4th and 7th Avenues
Southern boundary = 60th Street between 4th and 7th Avenues
Western boundary = 4th Avenue between 39th and 60th Streets
Eastern boundary = 7th Avenue between 39th and 60th Streets
please see our",Other,Yes,Our mission is to preserve Sunset Park's historic architectural character and sense of place.,,Brooklyn,info@preservesunsetpark.org,Sunset Park Landmarks Committee,,NY,526 47th St Apt 3,twitwesavesp11220,11,Other,http://preservesunsetpark.org,11220,80-100%,107242,,,Civic,None of the above,,1,2012,0,0
JAMAICA NOW LEADERSHIP COUNCIL,,,,,,,,,,,,,,,,,,,,,20440,,,Civic,,,,,1,1
ABC,,,,,,,,,,,,,,,,,,,,,102277,,,Civic,,,,,1,1
CENTRAL NY KAYAKERS,,,,,,,,,,,,,,,,,,,,,20162,,,Civic,,,,,1,1
PAUL PHILIPS FLORAL,,,,,,,,,,,,,,,,,,,,,20736,,,Civic,,,,,1,1
HERB GARDEN,,,,,,,,,,,,,,,,,,,,,100926,,,Civic,,,,,1,1
CT STATE GRANGE PATRONS OF HUSBANDRY- OXFORD GRANGE #194/ BETHLEHEM GRANGE #121,,,,"Oxford Grange - Oxford & immediate surrounding towns. 
Bethlehem grange - Bethlehem & immediate surrounding towns
(there are 45 local Granges scattered around the state)",Food,Yes,The Grange is an agriculturally based organization bringing together like minded people to better themselves and serve their communities in a variety of ways while advocating for the interests of rural America.,,Glastonbury,secretary@ctstategrange.org,"National Grange of the Order of Patrons of Husbandry, Conneticut State Grange, Oxford Grange #194, Bethlehem Grange #121",860-633-7550,CT,43 Naubac Ave,,11,Other,http://ctstategrange.org,,40-59%,61096540,,,Civic,Other,,1,1867,0,0
WEST ISLIP BEAUTIFICATION SOCIETY,,,,All the community gardens were done in the town of West Islip.,Community improvement and capacity building,Yes,To promote pride in our West Islip community by enhancing and beautifying public properties. To attract community involvement in beautification efforts. To engage students in volunteerism.,,West Islip,westislipbeautification@gmail.com,West Islip Beautification Society,631-495-9551,NY,P.O. Box 66,,1,501(c)(3) (or has applied),http://westislipbeautification.org,11795,20-39%,113098266,,,Civic,Community Garden,CONSERVE,1,1974,0,0
WOODBRIDGE PARK ASSOC- NOTABLE TREES PROJECT,,,,"Work to identify and measure the notable trees of our town, Woodbridge CT",Education,Yes,We propose to locate the notable trees of our town (those whose size and/or historic importance) makes them worthy of recognition. Our hope is that this will lead to civic involvement in their preservation.,,Woodbridge,N/A,Woodbridge Notable Trees Project,N/A,CT,464 Amity Road,N/A,3,Group without 501(c)(3) or 501(c)(4) status,,6525,80-100%,21036,,,Civic,,EDUCATE,1,2016,0,0
BK KAYAK GUIDES,,,,Brooklyn Bridge Park,,Yes,,,Brooklyn,N/A,Brooklyn Kayak Guides,N/A,NY,349 Degraw Street #3,,10,"Private firm, for-profit business",http://brooklynkayakguides.com,11231,,102881,,,Civic,,EDUCATE,1,,1,1
JIVAMUKTI YOGA NYC,,,,,,,,,,,,,,,,,,,,,20450,,,Civic,,,,,1,1
FRIENDS OF 59TH ST PLAYGROUND,,,,,,,,,,,,,,,,,,,,,20297,,,Civic,,,,,1,1
AKRF,,,,,,,,,,,,,,,,,,,,,102340,,,Civic,,,,,1,1
BRIDGEWATER EC,,,,,,,,,,,,,,,,,,,,,20124,,,Civic,,,,,1,1
BEST CLASS INC,,,,,,,,,,,,,,,,,,,,,20081,,,Civic,,,,,1,1
W 160TH ST BLOCK ASSN,,,,,,,,,,,,,,,,,,,,,102165,,,Civic,,,,,1,1
WEST MANHATTAN CHAMBER OF COMMERCE,,,,,,,,,,,,,,,,,,,,,21022,,,Civic,,,,,1,1
BX LEBANON HOSPITAL,,,,,,,,,,,,,,,,,,,,,2592,,,Business,,,,,1,1
THREAD COLLECTIVE,,,,,,,,,,,,,,,,,,,,,20915,,,Civic,,,,,1,1
BLOOMINGTAILS,,,,,,,,,,,,,,,,,,,,,20105,,,Civic,,,,,1,1
SOHO BROADWAY INITIATIVE,,,,,,,,,,,,,,,,,,,,,106997,,,Civic,,,,,1,1
DSBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
EARTH CITIZENS OF BOWNE PLAYGROUND,,,,,,,,,,,,,,,,,,,,,103584,,,Civic,,,,,1,1
M CB2,,,,,,,,,,,,,,,,,,,,,2954,,,Civic,,,,,2,2
NORTHERN MANHATTAN IS NOT FOR SALE,,,,,,,,,,,,,,,,,,,,,20594,,,Civic,,,,,1,1
CROWN STREET BLOCK,,,,On Crown Street between Bedford & Rogers Avenues.  On Rogers Avenue between President and Sullivan Streets.,Community improvement and capacity building,Yes,,,Brooklyn,,Crown Street Block Association,,NY,158 Crown St.,,3,Group without 501(c)(3) or 501(c)(4) status,,11225,20-39%,3062,,,Civic,Street tree,MANAGE,1,1970,0,0
CONNECTICUT COMMUNITY FOUNDATION,,,,,,,,,,,,,,,,,,,,,31068,,,Civic,,,,,1,1
VICTIMS OF GUN VIOLENCE,,,,,,,,,,,,,,,,,,,,,20996,,,Civic,,,,,1,1
EASTERN ENVIRONMENTAL LAW CLINIC,,,,,,,,,,,,,,,,,,,,,20259,,,Business,,,,,1,1
TREEKIT,,,,,,,,,,,,,,,,,,,,,101955,,,Civic,,,,,1,1
HOMELESS SHELTERS,,,,,,,,,,,,,,,,,,,,,20412,,,Civic,,,,,1,1
